Region,Total,Male,Female
KESSUP,"3,740","1,870","1,870"
RIMOI,"2,551","1,274","1,277"
SIROCH,"1,553",817,736
SERGOIT,"9,632","4,805","4,827"
CHESITEK,"3,378","1,669","1,709"
KAPLAMAI,"3,149","1,578","1,571"
SERGOIT,"3,105","1,558","1,547"
KAPCHEMUTWA,"26,811","13,584","13,226"
KAMOI,"3,271","1,603","1,668"
KAPKONGA,"2,095","1,031","1,064"
SINGORE,"1,176",572,604
KAPCHEMUTWA,"9,108","4,645","4,463"
BUGAR,"2,871","1,493","1,378"
KAPKATUI,"2,489","1,272","1,217"
KENDUR,"2,473","1,252","1,221"
KORKITONY,"1,275",628,647
KEU,"4,769","2,470","2,298"
CHEGILET,"1,380",705,675
CHEPTARIT,902,472,430
KABULWO,"1,840",953,887
KAMOINGON,647,340,306
KOKWAO,"9,663","4,866","4,797"
EMSOO,"2,206","1,118","1,088"
KAPCHELAL,"1,761",859,902
KAPTUM,"1,751",919,832
KIBENDO,"2,142","1,075","1,067"
NYALIL,"1,803",895,908
TAMBACH,"22,796","11,498","11,298"
KIPTUILONG,"8,854","4,551","4,303"
KAPTERIK,"3,079","1,564","1,515"
KIPKA,"3,629","1,871","1,758"
SETEK,"2,146","1,116","1,030"
MUTEI,"13,942","6,947","6,995"
CHELINGWA,"3,138","1,596","1,542"
KAPKOI,"3,375","1,635","1,740"
KAPTEREN,"3,477","1,758","1,719"
KIPSOEN,"3,952","1,958","1,994"
KEIYO SOUTH,"120,750","60,919","59,827"
CHEPKORIO,"50,122","25,280","24,840"
KABIEMIT,"7,190","3,658","3,532"
CHEBOEN,"1,550",794,756
KABIEMIT,"1,937",989,948
KAPCHEBELEL,"2,058","1,049","1,009"
KAPKOMA,"1,645",826,819
KAPTARAKWA,"6,571","3,294","3,277"
KAPTAGAT,"1,493",809,684
KAPTARAKWA,"1,937",969,968
MOKWO,"3,141","1,516","1,625"
KITANY,"6,924","3,467","3,457"
CHEBIOR,"2,940","1,486","1,454"
KITANY,"3,984","1,981","2,003"
MARICHOR,"15,073","7,546","7,525"
CHEPKORIO,"3,206","1,576","1,628"
CHEROTA,"1,676",817,859
FLAX,"4,313","2,206","2,107"
KAMELIL,"2,269","1,144","1,125"
LELBOINET,"2,617","1,301","1,316"
SAMICH,992,502,490
MOSOP,"4,662","2,345","2,317"
KAPKENDA,"3,529","1,751","1,778"
KIPTULOS,"1,133",594,539
NYARU,"9,702","4,970","4,732"
KAPCHEPTEK,"5,886","3,021","2,865"
KIPSAINA,"2,066","1,059","1,007"
MWEN,"1,750",890,860
METKEI,"37,196","18,518","18,677"
KAMWOSOR,"7,710","3,946","3,763"
KAMWOSOR,"2,689","1,405","1,284"
KAPCHORWA,"1,791",928,862
KIMAMET,"1,237",615,622
KIPTENGWER,737,360,377
KOMBATICH,"1,256",638,618
KAPKWONI,"2,811","1,400","1,411"
CHEBOGE,"1,311",658,653
KIPSAOS,"1,500",742,758
KOCHOLWO,"10,047","4,925","5,122"
ENEGO,"1,424",697,727
KAPKOSOM,"3,131","1,547","1,584"
KOCHOLWO,"2,088","1,001","1,087"
MOLOL,"1,297",631,666
SALAWA,"2,107","1,049","1,058"
MAOI,"6,747","3,351","3,396"
KAPKITONY,"3,043","1,539","1,504"
KETIGOI,"1,974",998,976
KIPKOMWO,"1,730",814,916
METKEI,"3,419","1,696","1,723"
KABRIRSUS,"1,560",803,757
TUGUMOI,"1,859",893,966
TUMEIYO,"6,462","3,200","3,262"
CHEPKOSOM,"1,824",885,939
CHEPKURMUM,"1,745",890,855
TAMBUL,"1,728",841,887
TUMEIYO,"1,165",584,581
SOY,"33,432","17,121","16,310"
CHEMOIBON,"6,754","3,568","3,186"
CHEPSIREI,"1,442",865,577
KOIMUR,"1,981","1,023",958
TUMEIYO,"3,331","1,680","1,651"
CHEPSIGOT,"4,248","2,119","2,128"
CHEBINYINY,"1,580",817,762
KABITO,"2,668","1,302","1,366"
EPKE,"3,836","1,977","1,859"
CHEPSIGOT,"2,872","1,486","1,386"
EPKE,964,491,473
KIBARGOI,"7,211","3,710","3,501"
CHANGACH,"1,384",707,677
CHEPTEBO,"2,344","1,171","1,173"
EMSEA,"2,024","1,059",965
ROKOCHO,"1,459",773,686
SOY,"11,383","5,747","5,636"
CHOP,859,440,419
KAPSOGOM,"1,240",612,628
MOROP,"2,639","1,373","1,266"
MUSKUT,"1,743",859,884
SEGO,"1,586",819,767
TURESIA,"3,316","1,644","1,672"
MARAKWET EAST,"97,041","47,849","49,190"
CHESONGOCH,"12,677","6,058","6,618"
CHEMWONYO,"2,521","1,182","1,339"
KOMBASES,"1,002",459,543
LUKUGET,"1,519",723,796
KIBAIMWA,"2,267","1,086","1,181"
CHESETAN,697,354,343
CHUGOR,"1,066",508,558
RATIA,504,224,280
KIPTUMBUR,"1,271",603,668
KIPYEBO,690,328,362
KUMBULUL,581,275,306
MON,"1,734",842,891
KAPTORA,681,303,378
MOGIL,"1,053",539,513
MURKUTWO,"4,884","2,345","2,539"
ENOU,"1,067",502,565
KISOKA,813,401,412
MACHAMBER,911,435,476
MURUBER,542,275,267
ROCHO,"1,551",732,819
KAPYEGO,"20,650","10,435","10,214"
KAPTICH,"5,654","2,866","2,787"
CHEPTOBOT,"1,564",795,769
KAMASIA,"1,673",830,843
SEGUT,"2,417","1,241","1,175"
KAPYEGO,"9,765","4,953","4,812"
KAPYEGO,"2,862","1,458","1,404"
KESSOM,"2,466","1,258","1,208"
TENDERWA,"4,437","2,237","2,200"
KARARIA,"5,231","2,616","2,615"
KARARIA,"5,231","2,616","2,615"
TIRAP,"36,565","18,064","18,501"
EMBOBUT,"5,445","2,643","2,802"
ENDUL,"3,109","1,498","1,611"
MARON,"2,336","1,145","1,191"
EMBOLOT,"7,094","3,484","3,610"
KAITAMOI,"2,294","1,105","1,189"
KOROU,"2,131","1,076","1,055"
MUMOL,"2,669","1,303","1,366"
KIPCHUMWA,"4,835","2,423","2,412"
WEWO,"2,214","1,096","1,118"
KIPCHUMWA,"2,621","1,327","1,294"
KIPKANER,"6,309","3,150","3,159"
CHESIYO,"1,874",942,932
KIMUREN,"2,432","1,225","1,207"
TUTURUNG,"2,003",983,"1,020"
KOIBATEK,"5,719","2,886","2,833"
MAINA,"1,786",914,872
METIPSOO,"1,455",723,732
NYIRAR,"2,478","1,249","1,229"
SAMBIRIR,"7,163","3,478","3,685"
CHEMWOROR,"1,679",810,869
CHESOI,"2,489","1,226","1,263"
KAPKUTO,"1,344",628,716
KAPSICHA,"1,651",814,837
TOT,"26,743","13,075","13,668"
ENDO,"3,973","1,996","1,977"
BARKELAT,"1,846",947,899
KOWOW,"2,127","1,049","1,078"
KABEN,"6,960","3,406","3,554"
KABEN,"3,479","1,711","1,768"
MARICH,"3,481","1,695","1,786"
KETUT,"2,201","1,074","1,127"
KAPKONDOT,681,324,357
KETUT,"1,520",750,770
KIBIRIEM,"3,924","1,901","2,023"
SAGAT,"1,303",601,702
SIBOW,"1,185",600,585
TIRKIYOW,"1,436",700,736
KOIBIRIR,"4,071","2,011","2,060"
KASEMOI,"1,730",852,878
KIMAUS,"1,044",520,524
KISIWEI,"1,297",639,658
MOKORO,"2,900","1,391","1,509"
KAKIPTUL,"1,243",624,619
OLOT,"1,657",767,890
TALAI,"2,714","1,296","1,418"
TALAI,"2,714","1,296","1,418"
CHERENGANY FOREST,406,217,189
CHERENGANI FOREST,406,217,189
CHERENGANI FOREST,406,217,189
MARAKWET WEST,"137,513","68,948","68,560"
CHEBIEMIT,"27,180","13,628","13,552"
CHEBIEMIT,"6,427","3,139","3,288"
CHEBIEMIT,"3,746","1,832","1,914"
NERKWO,"2,681","1,307","1,374"
KUSERWO,"15,811","8,026","7,785"
CHEPTONGEI,"2,032","1,002","1,030"
CHEPTULON,"2,585","1,311","1,274"
JEMUNADA,"2,939","1,496","1,443"
KIMNAI,"4,331","2,188","2,143"
YEMIT,"3,924","2,029","1,895"
MOIBEN,"4,942","2,463","2,479"
KILIMA,"3,787","1,885","1,902"
SIMBEIYWET,"1,155",578,577
CHEBORORWA,"19,516","9,739","9,777"
CHEBORORWA,"4,722","2,393","2,329"
BUSIESO,"2,000","1,046",954
KABELIO,"2,722","1,347","1,375"
CHERENGANY,"6,393","3,155","3,238"
KOITUGUM,"2,928","1,433","1,495"
TENDEN,"3,465","1,722","1,743"
KAPTIONY,"5,096","2,537","2,559"
CHEPKAWAI,"1,126",528,598
KAMANIN,"1,765",922,843
KAPTIONY,"2,205","1,087","1,118"
KONDABILET,"3,305","1,654","1,651"
KAPCHEBIT,"1,000",491,509
KONDABILET,"2,305","1,163","1,142"
KAPCHEROP,"39,507","19,788","19,718"
CHEBAI,"3,149","1,554","1,595"
CHEBAI,"1,376",688,688
YATOI,"1,773",866,907
KAMOI,"8,739","4,268","4,471"
KAKISANGO,"4,314","2,104","2,210"
KAMOI,"2,054","1,016","1,038"
KIBUGA,"2,371","1,148","1,223"
KAPTEBER,"6,625","3,416","3,209"
KAPCHEPSAR,"3,278","1,676","1,602"
KORONGOI,"3,347","1,740","1,607"
KAPTERIT,"1,936",970,966
KIPSAMBACH,650,305,345
KAPTERIT,"1,286",665,621
KOISUNGUR,"9,287","4,727","4,560"
KIBIGOS,"3,939","1,984","1,955"
KOKWONGOI,"2,268","1,193","1,075"
MOSONGO,"3,080","1,550","1,530"
ROGOR,"1,340",667,673
KAPOLET,575,288,287
ROGOR,765,379,386
SENGWER,"8,431","4,186","4,244"
KAPCHEROP,"6,542","3,225","3,316"
KIPSERO,"1,889",961,928
KAPSOWAR,"28,402","14,092","14,307"
KAPSOWAR,"7,606","3,769","3,835"
KAPSOWAR,"3,977","1,953","2,024"
TALAI,"3,629","1,816","1,811"
KAPSUMAI,"6,672","3,316","3,355"
KAPSUMAI,"3,746","1,866","1,879"
SINON,"2,926","1,450","1,476"
KIPSAIYA,"5,773","2,872","2,901"
KIPSAIYA,"2,705","1,378","1,327"
SISIYA,"1,318",637,681
TUMEIYO,"1,750",857,893
KOIBARAK,"8,351","4,135","4,216"
KOBUSWO,"3,918","1,950","1,968"
SANGURUR,"2,439","1,178","1,261"
TUIYOBEI,"1,994","1,007",987
LELAN,"13,325","6,876","6,448"
KAPKOCHUR,"8,251","4,267","3,983"
CHORWA,"2,043","1,048",995
KAPKOCHUR,"2,483","1,268","1,214"
KAPTALAMWA,"2,085","1,048","1,037"
KIBIRECH,"1,640",903,737
LELAN,"5,074","2,609","2,465"
CHEMOSONG,"1,586",799,787
KAPSAIT,"2,331","1,215","1,116"
KERER,"1,157",595,562
TUNYO,"9,583","4,825","4,758"
ARROR,"5,811","2,914","2,897"
ARROR,"2,915","1,419","1,496"
KILOS,612,334,278
KOITILIAL,996,504,492
NIWAI,"1,288",657,631
CHESUMAN,"3,772","1,911","1,861"
CHEPKUM,784,410,374
CHEPTEMBERERWO,544,265,279
KAPCHEMUTA,"2,054","1,035","1,019"
RESIM,390,201,189
NANDI,"885,711","441,259","444,430"
CHESUMEI,"164,133","80,949","83,180"
CHEMUNDU,"120,273","59,279","60,992"
CHEMUNDU,"15,988","7,982","8,006"
BARATON,"15,988","7,982","8,006"
CHEPTERIT,"11,045","5,486","5,559"
CHEPTERIT,"4,099","1,995","2,104"
KAMONJIL,"4,197","2,116","2,081"
SEGUT,"2,749","1,375","1,374"
KAMOIYWO,"13,790","6,830","6,960"
KAMOIYWO,"3,761","1,869","1,892"
KIMNGERU,"5,839","2,898","2,941"
SANIAK,"4,190","2,063","2,127"
KAPNGETUNY,"20,970","10,268","10,702"
KAMURGUIYWA,"5,352","2,619","2,733"
KAPNGETUNY,"15,618","7,649","7,969"
KAPSISIYWA,"4,132","2,135","1,997"
CHEPKOBER,"1,195",636,559
SIRONOI,826,424,402
TALAI,"2,111","1,075","1,036"
KAPTEL,"9,660","4,750","4,910"
KAPTEL,"9,660","4,750","4,910"
KAPTILDIL,"5,267","2,639","2,628"
KAPTILDIL,"5,267","2,639","2,628"
KIPTUIYA,"27,744","13,415","14,327"
KAPCHORWA,"12,730","6,131","6,598"
KAPTOBONGEN,"7,546","3,682","3,864"
KIPTUIYA,"7,468","3,602","3,865"
KOMBE,"11,677","5,774","5,903"
KOMBE,"11,677","5,774","5,903"
KOSIRAI,"43,829","21,652","22,175"
BIRIBIRIET,"3,095","1,491","1,604"
BIRIBIRIET,"1,610",796,814
NDONYONGARIA,"1,485",695,790
ITIGO,"5,254","2,682","2,572"
AINAPMOI,"1,802",926,876
ITIGO,"1,726",879,847
KIBOSWA,"1,726",877,849
KOKWET,"4,744","2,357","2,386"
KOKWET,"2,242","1,105","1,136"
TEBESON,"2,502","1,252","1,250"
KOSIRAI,"7,240","3,587","3,653"
BELEKENYA,"1,813",885,928
KOSIRAI,"2,367","1,209","1,158"
NDAPTABWA,"3,060","1,493","1,567"
LELMOKWO,"3,718","1,843","1,875"
KIPKONGORWA,"1,895",970,925
LELMOKWO,"1,823",873,950
MUTWOT,"12,972","6,323","6,649"
CHEPTARIT,"5,626","2,728","2,898"
MOSORIOT,"1,348",658,690
MUTWOT,"5,998","2,937","3,061"
NGECHEK,"6,806","3,369","3,436"
KIPCHUNU,"1,072",542,530
LELBOINET,"1,582",806,776
MATEGET,"1,586",775,811
NGECHEK,"2,566","1,246","1,319"
NANDI NORTH FOREST,31,18,13
NANDI NORTH FOREST,31,18,13
NANDI NORTH FOREST,31,18,13
NANDI SOUTH FOREST,-,-,-
NANDI SOUTH FOREST,-,-,-
NANDI SOUTH FOREST,-,-,-
NANDI CENTRAL,"147,553","73,291","74,255"
KAPKANGANI,"50,022","24,364","25,656"
CHEPKUMIA,"23,501","11,509","11,991"
CHEBOITE,"10,809","5,243","5,565"
CHEPKUMIA,"12,692","6,266","6,426"
KAPKANGANI,"26,521","12,855","13,665"
CHEPSONOI,"6,967","3,315","3,652"
KIBORGOK,"8,787","4,315","4,471"
TINDINYO,"10,767","5,225","5,542"
KAPSABET,"38,797","19,689","19,107"
KAMOBO,"11,036","5,553","5,483"
KAMOBO,"11,036","5,553","5,483"
KAPSABET,"10,105","5,380","4,725"
KAPSABET TOWNSHIP,"10,105","5,380","4,725"
KIMINDA,"17,656","8,756","8,899"
KIMINDA,"6,236","3,161","3,075"
MESWO,"11,420","5,595","5,824"
KILIBWONI,"58,717","29,230","29,483"
ARWOS,"6,359","3,110","3,247"
ARWOS,"2,118","1,053","1,065"
KAPTENDON,"1,828",857,971
TIRYO,"2,413","1,200","1,211"
KABIRIRSANG,"5,284","2,665","2,619"
CHESUWE,"2,068","1,066","1,002"
KABIRIRSANG,"1,577",760,817
UNDERIT,"1,639",839,800
KAPLAMAI,"7,627","3,782","3,845"
KAPCHEMOIYWO,"2,332","1,139","1,193"
KAPLAMAI,"2,188","1,097","1,091"
KAPSUMBEIYWO,"1,688",833,855
KAPTAGUNYO,"1,419",713,706
KILIBWONI,"6,775","3,389","3,386"
KAPLONYO,"1,740",857,883
KAPNYEBERAI,"2,792","1,390","1,402"
KILIBWONI,"2,243","1,142","1,101"
KIPSIGAK,"7,075","3,498","3,577"
KAPKERUGE,"1,835",887,948
KIPSIGAK,"2,382","1,215","1,167"
KIPSOTOI,"2,858","1,396","1,462"
KIPTURE,"7,986","3,976","4,009"
IRIMIS,"2,341","1,117","1,223"
KIMAAM,"1,910",967,943
KIPTURE,"3,735","1,892","1,843"
LOLMININGAI,"6,659","3,335","3,324"
KABORE,"1,519",789,730
KIPLOLOK,"1,935",955,980
LOLMININGAI,"1,399",690,709
NDUBENETI,"1,806",901,905
TERIGE,"5,257","2,648","2,609"
EMDIN,"1,361",668,693
SONGOLIET,"2,696","1,393","1,303"
TERIGE,"1,200",587,613
TULON,"5,695","2,827","2,867"
KAPCHEPSIR,"1,662",832,830
KAPCHUMBA,"1,343",650,693
KIPTENDEN,"1,095",541,553
TULON,"1,595",804,791
NANDI SOUTH FOREST,17,8,9
NANDI SOUTH FOREST,17,8,9
NANDI SOUTH FOREST,17,8,9
NANDI EAST,"119,173","59,899","59,271"
NANDI HILLS,"76,332","38,615","37,715"
AINAPNGETUNY,"5,424","2,723","2,700"
AINAPNGETUNY,"1,714",861,852
KISOGA,"1,283",630,653
TOROTON,"2,427","1,232","1,195"
CHEBARUS,"3,493","1,806","1,687"
CHEBARUS,"1,365",694,671
CHEBOIN,"2,128","1,112","1,016"
CHEMOMI,"6,277","3,214","3,063"
CHEMOMI,"2,474","1,239","1,235"
KIRONDIO,"1,983","1,024",959
SOIYET,"1,820",951,869
CHEPTILILIK,"3,504","1,735","1,769"
CHEPTILILIK,"1,216",603,613
KAPKOROS,"1,144",549,595
KAPTIEN,"1,144",583,561
KAPCHORUA,"7,236","3,776","3,460"
KAPCHORUA,"1,758",923,835
KELBUI,"2,348","1,187","1,161"
KIPKOROM,"1,329",690,639
SIRWA,"1,801",976,825
KAPKOROS,"5,326","2,674","2,652"
KAPKOROS,"2,284","1,166","1,118"
KAPSOKIO,"1,250",595,655
TERENO,"1,792",913,879
KAPLELMET,"12,012","5,909","6,103"
KAPLELMET,"2,401","1,196","1,205"
KETBARAK,"5,876","2,835","3,041"
KETENG,"2,227","1,129","1,098"
KIMOLONIK,"1,508",749,759
KIPSEBWO,"2,724","1,319","1,405"
KABOTE,631,313,318
KALEL,966,441,525
KIPSEBWO,"1,127",565,562
KOSOIYWO,"4,232","2,085","2,147"
KOSOIYWO,"1,536",764,772
SAMOEI,"1,127",553,574
SINENDET,"1,569",768,801
MOGOBICH,"5,330","2,688","2,642"
KIPKEIGEI,"2,218","1,114","1,104"
KIPKOIMET,"1,814",927,887
MOGOBICH,"1,298",647,651
NANDI HILLS,"6,907","3,523","3,383"
KAPNGETUNY,"4,606","2,363","2,243"
KIPSAMO,"1,752",886,866
TURURO,549,274,274
SIRET,"4,661","2,385","2,276"
CHEPTABACH,"2,487","1,265","1,222"
SIRET,"2,174","1,120","1,054"
TAITO,"4,549","2,367","2,182"
KAPKEMBUR,907,465,442
KIPCHAMO,"2,654","1,395","1,259"
TAITO,988,507,481
TARTAR,"4,657","2,411","2,246"
KAPKORIO,"2,820","1,449","1,371"
TARTAR,"1,837",962,875
OLLESSOS,"42,841","21,284","21,556"
CHEPKUNYUK,"7,348","3,653","3,694"
CHEPKUNYUK,"3,389","1,702","1,687"
KAPCHURIAI,"2,024","1,006","1,017"
KIPSERGECH,917,463,454
NDUROTO,"1,018",482,536
KIBABET,"3,801","1,830","1,971"
KIBABET,888,417,471
KIBIOK,489,227,262
KIPKOROR,"2,424","1,186","1,238"
KOILOT,"12,222","6,102","6,120"
CHEPNGETUNY,"1,042",560,482
CHEPTUINGENY,"2,764","1,362","1,402"
KEBEN,"3,680","1,828","1,852"
KOILOT,"2,027","1,010","1,017"
SIGILAI,"2,709","1,342","1,367"
LELWAK,"4,615","2,240","2,375"
LELWAK,"2,613","1,246","1,367"
OLDOLDOL,"1,095",558,537
TIGITYO,907,436,471
OLLESSOS,"5,675","2,874","2,801"
KAPKORIO,"1,486",765,721
MOGOON,"1,751",871,880
OLLESSOS,"2,438","1,238","1,200"
SIWO,"4,225","2,126","2,099"
CHEBILAT,"1,808",895,913
CHOIMIM,"1,628",839,789
SIWO,789,392,397
SOCHOI,"4,955","2,459","2,496"
LOLDUGA,"2,498","1,211","1,287"
SOCHOI,"2,457","1,248","1,209"
NORTH TINDERET FOREST,-,-,-
NORTH TINDERET FOREST,-,-,-
NORTH TINDERET FOREST,-,-,-
NANDI NORTH,"166,171","82,512","83,656"
CHEPTERWAI,"24,326","12,103","12,222"
CHEPTERWAI,"5,967","2,994","2,972"
CHEPTERWAI,914,468,446
CHEPTONON,"2,373","1,199","1,173"
SINGILET,"1,059",531,528
TERESIA,"1,621",796,825
KAMASAI,"5,324","2,572","2,752"
KAMASAI,"2,078","1,008","1,070"
KAPCHEBOSEI,"2,266","1,083","1,183"
SOSIOT,980,481,499
KAPKOIMUR,"3,577","1,814","1,763"
KAPKENYELOI,"1,099",569,530
KAPKOIMUR,"2,478","1,245","1,233"
KIMNG'OROR,"3,527","1,750","1,777"
KAPTER,896,450,446
KIMNG'OROR,"1,776",876,900
KOIBAN,855,424,431
SOIMINING,"5,931","2,973","2,958"
CHEPSAITA,"1,673",816,857
CHEPTILIL SUSWO,"2,688","1,360","1,328"
SOIMINING,"1,570",797,773
KABIYET,"80,374","39,782","40,591"
KABISAGA,"19,019","9,328","9,691"
CHEPKOIYO,"7,443","3,654","3,789"
CHEPTIL,"5,671","2,812","2,859"
KABISAGA,"5,905","2,862","3,043"
KABIYET,"12,078","5,953","6,125"
CHEPTUIYET,"4,559","2,297","2,262"
KABIYET TOWNSHIP,"4,157","2,020","2,137"
NDULELE,"3,362","1,636","1,726"
KAMASIA,"5,643","2,805","2,838"
KAMASIA,"2,434","1,200","1,234"
KAPKAGARON,"3,209","1,605","1,604"
KEBULONIK,"11,876","5,924","5,952"
CHEPLELAIBEI,"2,905","1,498","1,407"
KEBULONIK,"6,094","2,993","3,101"
RUBET,"2,877","1,433","1,444"
LOLKERINGET,"11,221","5,555","5,666"
CHEMNOET,"2,140","1,019","1,121"
KAIBOI,"4,063","2,010","2,053"
KOISOLIK,"1,837",941,896
LOLKERINGET,"3,181","1,585","1,596"
SANGALO,"16,778","8,353","8,424"
KAMWEGA,"8,463","4,198","4,265"
KIPSAMOITE,"4,404","2,182","2,222"
SANGALO,"3,911","1,973","1,937"
SIGOT,"3,759","1,864","1,895"
CHEPKATET,874,433,441
SIGOT,"2,885","1,431","1,454"
KIPKAREN,"38,005","18,929","19,075"
CHEPKEMEL,"6,061","2,965","3,096"
CHEPKEMEL,"3,552","1,731","1,821"
NGENYILEL,"2,509","1,234","1,275"
KABIEMIT,"5,914","2,964","2,950"
KABIEMIT,"2,749","1,390","1,359"
KAPLEMUR,"3,165","1,574","1,591"
KAPKATET,"3,784","1,905","1,878"
KAPKATET,"3,784","1,905","1,878"
KIPKAREN SALIENT,"5,522","2,790","2,732"
KAPSERTON,"2,649","1,346","1,303"
KIPKAREN,"2,873","1,444","1,429"
LABORET,"5,620","2,803","2,817"
LABORET,"5,620","2,803","2,817"
NDALAT,"11,104","5,502","5,602"
KAIGAT,"2,268","1,133","1,135"
LEMOOK,"3,005","1,496","1,509"
NDALAT,"3,270","1,613","1,657"
NYIGOON,"2,561","1,260","1,301"
KURGUNG,"23,242","11,585","11,657"
KAMUNGEI,"2,938","1,476","1,462"
KAMUNGEI,"2,938","1,476","1,462"
KAPTICH,"4,205","2,061","2,144"
KAPSABAOT,"1,122",576,546
KAPTICH,"1,921",906,"1,015"
OLMAROROI,"1,162",579,583
KURGUNG,"5,388","2,671","2,717"
KAPKOROS,"1,570",769,801
KIPTANGUS,"1,774",876,898
KURGUNG,"2,044","1,026","1,018"
SARORA,"7,418","3,728","3,690"
CHEPTARIT,"1,753",938,815
KIMONG,"2,536","1,239","1,297"
SARORA,"3,129","1,551","1,578"
SURUNGAI,"3,293","1,649","1,644"
NGOROIN,949,473,476
SURUNGAI,"2,344","1,176","1,168"
NANDI NORTH FOREST,224,113,111
NANDI NORTH FOREST,224,113,111
NANDI NORTH FOREST,224,113,111
NANDI SOUTH,"172,750","85,718","87,029"
ALDAI,"128,682","63,644","65,036"
BONJOGE,"5,894","2,987","2,907"
CHEPKUNY,865,453,412
KAPKEBEN,"2,073","1,070","1,003"
KENYOR,"1,923",959,964
KERERI,"1,033",505,528
CHEBILAT,"12,472","6,077","6,395"
CHEBILAT,"3,381","1,659","1,722"
CHEPKETEMON,"3,702","1,825","1,877"
KAPSAGAWAT,"1,962",951,"1,011"
KIPTARUSWO,"3,427","1,642","1,785"
KAPKERER,"7,205","3,485","3,720"
KAPKERER,"7,205","3,485","3,720"
KAPKOLEI,"4,925","2,462","2,463"
KAPKOLEI,"1,859",942,917
KIMOLWO,"1,359",672,687
URWOGOI,"1,707",848,859
KAPKURES,"9,118","4,585","4,533"
CHEPKURNGUNG,"2,958","1,464","1,494"
KAPSAMOCH,"2,660","1,352","1,308"
KESENGEI,"3,500","1,769","1,731"
KEMELOI,"18,648","9,081","9,566"
CHEBARA,"8,812","4,290","4,521"
KOIBARAK,"9,836","4,791","5,045"
KIBWARENG,"13,615","6,826","6,789"
BOI,"2,255","1,168","1,087"
KIBWARENG,"4,379","2,117","2,262"
SAMITUI,"6,981","3,541","3,440"
MARABA,"17,342","8,744","8,598"
CHEPSIRIA,"3,608","1,811","1,797"
KAPTUMEK,"3,519","1,784","1,735"
KONGORO,"4,069","2,100","1,969"
MOGOIYWO,"2,163","1,056","1,107"
TIRIKWO,"3,983","1,993","1,990"
MUGEN,"23,290","11,351","11,938"
CHEBUKUNDI,"5,238","2,561","2,676"
KAMIMEI,"6,229","3,065","3,164"
KAPKEMICH,"3,702","1,774","1,928"
MUGEN,"6,273","3,062","3,211"
TIBINGOT,"1,848",889,959
NDURIO,"9,258","4,609","4,649"
KESOGON,"4,936","2,453","2,483"
NDURIO,"3,044","1,503","1,541"
SARMA,"1,278",653,625
TERIK,"6,915","3,437","3,478"
KAPSENGERE,"6,915","3,437","3,478"
KAPTUMO,"44,068","22,074","21,993"
KABOI,"14,452","7,289","7,163"
KABOI,"2,800","1,409","1,391"
KAMARICH,"3,670","1,847","1,823"
KAPSOO,"4,091","2,053","2,038"
MUGUNDOI,"3,891","1,980","1,911"
KAPSAOS,"5,592","2,861","2,731"
KABOROGIN,"1,138",553,585
KABUSON,"1,113",590,523
KAPSAOS,"1,467",756,711
TORETMOI,"1,874",962,912
KAPTUMO,"18,536","9,180","9,356"
CHEPKONGONY,"5,219","2,609","2,610"
IBANJA,"4,670","2,309","2,361"
KEBURO,"4,195","2,071","2,124"
MOSOMBOR,"4,452","2,191","2,261"
KOYO,"5,488","2,744","2,743"
KAPSOIYO,"1,935",995,940
KOYO,"3,553","1,749","1,803"
NANDI SOUTH FOREST,-,-,-
NANDI SOUTH FOREST,-,-,-
NANDI SOUTH FOREST,-,-,-
TINDERET,"115,931","58,890","57,039"
TINDERET,"115,890","58,869","57,019"
CHEMAMUL,"4,552","2,392","2,159"
CHEBANGANG,"1,341",706,634
CHEMAMUL,"1,817",990,827
KIPYAOR,"1,394",696,698
CHEMASE,"10,070","5,201","4,869"
CHEMURSOI,"1,171",609,562
KAPKUONG,"2,009","1,026",983
KIBIGONG,"3,826","1,938","1,888"
KIBISEM,"3,064","1,628","1,436"
CHEMELIL,"9,849","5,064","4,785"
CHEMELIL,"3,587","1,868","1,719"
CHEPSANGOR,"1,732",883,849
KIMWANI,"1,940","1,031",909
TAMBUL,"2,590","1,282","1,308"
CHEPKEMEL,"4,137","2,049","2,088"
CHEPKEMEL,"1,960",987,973
KABIKWEN,"1,146",532,614
KIPSIWO,"1,031",530,501
CHEPSIRE,"4,852","2,497","2,355"
BARASENDU,"2,227","1,118","1,109"
CHEPSIRE,"2,625","1,379","1,246"
KABIRER,"10,999","5,550","5,449"
CHERONDO,"3,869","1,985","1,884"
KABIRER,"3,691","1,823","1,868"
KIBUKWO,"3,439","1,742","1,697"
KABOLEBO,"3,755","1,902","1,853"
KABOLEBO,"2,887","1,464","1,423"
KAPLELACH,868,438,430
KABUTIEI,"2,612","1,350","1,262"
KABUTIEI,"1,128",579,549
MATAMBACH,"1,484",771,713
KAMELIL,"8,301","4,139","4,162"
KAMELIL,"2,815","1,434","1,381"
KAPSOEN,"2,544","1,249","1,295"
NGATIPKONG,"2,942","1,456","1,486"
KAMELILO,"8,028","4,019","4,009"
GOTNELEL,"2,594","1,299","1,295"
SENETWO,"2,548","1,293","1,255"
TEBESON,"2,886","1,427","1,459"
KAPKITONY,"4,450","2,258","2,192"
CHEPTONON,"2,990","1,534","1,456"
MOMBWO,"1,460",724,736
KAPSIMOTWA,"7,070","3,628","3,442"
